Time (s),Voltage_A2 (V),Voltage_ (V)
0.0,1.0945927475555193,0.6487955723121022
2.0493314266204834,1.0757828591644558,0.6712509300122755
4.0988335609436035,1.0736144321636027,0.6718443210890286
6.147569894790649,1.0603013223868154,0.6763415924190728
8.19584584236145,1.0578807613036674,0.6640677543539149
10.245794773101807,1.0721015767498083,0.6504196161718139
12.293088912963867,1.0844061492153474,0.6345538739319976
14.341917991638184,1.0937354586669135,0.673312182114874
16.38958430290222,1.0994843402941792,0.43406117265792266
18.43981122970581,1.0962568970517301,0.46823353794925104
20.48835515975952,1.0830950046086154,0.4736373160859657
22.536503314971924,1.073715289209697,0.4745431496285737
24.58630084991455,1.0707400073224467,0.49903166255332265
26.634881258010864,1.0880874419318707,0.49497109775894366
28.68283247947693,1.09292859868915,0.5078399230192938
30.731472969055176,1.0883395853814004,0.5214270215666792
32.77898669242859,1.0789869544570043,0.5183660318874233
34.82742118835449,1.0753290022618334,0.43331149506740196
36.87553286552429,1.076589715995902,0.44058959756152505
38.92384624481201,1.0791615731342767,0.443119744251699
40.97407603263855,1.0998373420425462,-0.06721912981594763
43.023863315582275,1.1042290587355876,-0.02885897583208491
45.07140898704529,1.0861711521879704,-0.005398373388829425
47.121416330337524,1.0832462905048232,0.0013534191206421298
49.17148423194885,1.092222596330064,0.0130123861292889
51.221519947052,1.0871797256332854,0.027405704431477163
53.27064824104309,1.0835992909495507,0.01734139797750367
55.318631649017334,1.0928781699454557,0.03137506870273343
57.36576008796692,1.0978201895764568,0.03040617388814504
59.41339182853699,1.0996860555754902,0.03523498776211387
61.460800886154175,1.088793443626991,0.05193986167241604
63.509342670440674,1.0938363161745444,0.03784470083840197
65.55719900131226,1.0644868790707187,0.0532055790817636
67.60381007194519,1.083952291422618,0.060518502372331695
69.65083956718445,1.1007450609541942,0.05817463724100447
71.6978828907013,1.102459641631917,0.062362329325607035
73.74549579620361,1.0920800877793098,0.06415926778501801
75.79258823394775,1.096156039488576,0.07162815950545598
77.83921694755554,1.0818825460518875,0.07497190918959895
79.8868682384491,1.0777495729505033,0.07901873105810375
81.9347791671753,1.0934328861579012,0.07475316041589009
83.98220443725586,1.1061913783592923,0.08470605874303727
86.02939033508301,1.0989414173219454,0.08411233206601354
88.0769362449646,1.1008459186226114,0.08240926706692608
90.12432026863098,1.0923318793961936,0.08772154609026339
92.17145204544067,1.0842044346350175,0.08347173083562476
94.2190101146698,1.0926764549764632,0.10042373907392055
96.26638913154602,1.1078051033304193,0.09256500784941557
98.31390500068665,1.1000744825105593,0.09676781566728099
100.3612413406372,1.0847781405984653,0.0879871574282326
102.40958762168884,1.0894994454354716,0.09948632731107632
104.45793175697327,1.1060905205682614,0.10301722879743613
106.50705933570862,1.0932311711634601,0.10437645790994698
108.55550622940063,1.0877848698115211,0.10701678089063915
110.60417366027832,1.1049810850196098,0.10951647228940165
112.65348172187805,1.0978713006143601,0.10881343631175777
114.70160412788391,1.0949961776785821,0.10604814454709799
116.74964189529419,1.109065826376199,0.12013991478612074
118.79733920097351,1.1013963924685042,0.11624990631672649
120.84600615501404,1.0983749064123818,0.11443767530499283
122.89466071128845,1.1067965251540608,0.11912445587759712
124.94377493858337,1.1038513697367685,0.12499844475183619
126.99161529541016,1.109957348040917,0.11431269342877115
129.03935360908508,1.096423496298712,0.1278260396031935
131.08688378334045,1.116176311123027,0.11824959605417351
133.13532996177673,1.111594004249859,0.11992120086710456
135.1842999458313,1.1017740811409071,0.12456102424401927
137.23316144943237,1.1148673194966836,0.12154592880669857
139.28138542175293,1.1190848658564085,0.1271542931051779
141.32895970344543,1.1117199009203746,0.12646692294731543
143.37741661071777,1.1000115344326682,0.13363736143847138
145.42549967765808,1.0927725147794456,0.13440282236764645
147.4733247756958,1.116378027170096,0.12551397519786023
149.52268433570862,1.1020258736170747,0.1277947956153377
151.57044887542725,1.0922059835849618,0.1366523282336094
153.6195113658905,1.0985766216427963,0.12495157830114934
155.66762590408325,1.1170705145750746,0.1302005726011921
157.71606755256653,1.1101461929399772,0.13509017327680384
159.76417803764343,1.105676867029607,0.14811828203365418
161.81415843963623,1.121288064205936,0.14349446548052502
163.86323356628418,1.10957965828046,0.13913613688316295
165.91134023666382,1.1036625252561905,0.13457466025123677
167.9590084552765,1.1123493843566483,0.1363242764070146
170.00790524482727,1.1134824548934659,0.14205731793857745
172.05621314048767,1.1036625252561905,0.14127625643473973
174.10511445999146,1.1127900228450387,0.1470091977795137
176.15261363983154,1.1171964114883095,0.1362149257137557
178.2013235092163,1.1262610039048593,0.13844879578781388
180.2482533454895,1.1019629254959404,0.1467280207999404
182.29571843147278,1.1143007838955814,0.14405682557803812
184.34361720085144,1.102088821739604,0.15072695605274933
186.39150261878967,1.1103350378515917,0.14301021005779357
188.4393277168274,1.124624339245365,0.14374440343942796
190.4863986968994,1.125568568741529,0.139870340302508
192.5341546535492,1.123680110063063,0.14326014844383317
194.58100032806396,1.0993820537304788,0.14518154242486447
196.6289119720459,1.1108386243439416,0.14850880362495655
198.6769459247589,1.0992561576067803,0.14511905827271454
200.72550797462463,1.1160633394700648,0.13935483597296028
