Time (s),Voltage_A2 (V),Voltage_A1 (V)
241.659559,1.063226169,1.324194369
243.7065802,1.061259462,1.324444533
245.7539735,1.069227153,1.326008063
247.8016007,1.065646733,1.326258228
249.8490698,1.067764727,1.326508393
251.897208,1.058687615,1.327634135
253.944839,1.059393612,1.327634135
255.9925513,1.046988253,1.328009383
258.0418496,1.05823376,1.329197668
260.089658,1.066504016,1.329385292
262.1361575,1.053493498,1.331011368
264.1835959,1.065949303,1.332262197
266.2339404,1.05137551,1.332262197
268.2825832,1.048753241,1.332512362
270.3311627,1.049156667,1.333763192
272.3785162,1.064234737,1.334576232
274.4257443,1.061158605,1.334951482
276.4745595,1.069378438,1.335014023
278.5233703,1.050366945,1.335201648
280.5716765,1.05107294,1.335326731
282.6202242,1.077245287,1.335889606
284.6666734,1.08143086,1.33720298
286.714524,1.070588722,1.337515688
288.7630301,1.055157632,1.338266188
290.8106973,1.050719943,1.339016689
292.8591571,1.0932816,1.340642775
294.9069793,1.085213008,1.342268862
296.9541807,1.075480288,1.342581572
299.0009036,1.058637186,1.342956823
301.0497589,1.062268029,1.343394616
303.0969019,1.088238728,1.344582913
305.1443999,1.08586858,1.345333417
307.1924217,1.066554445,1.346584257
309.2392902,1.058435473,1.346896967
311.2872896,1.090155019,1.347022051
313.3364248,1.070034009,1.347647472
315.3862426,1.087230154,1.350149157
317.4359317,1.07300929,1.351712712
319.484776,1.08143086,1.40916623
321.5340207,1.073564004,1.604626823
323.5826008,1.074623003,1.636476045
325.6310811,1.090205447,1.637579481
