Time (s),Voltage_A2 (V),Voltage_A1 (V)
174.2341242,1.821285641,3.289016984
176.2835288,1.818460111,3.288765977
178.3342547,1.820881994,3.28851497
180.3837304,1.835716059,3.288389466
182.431051,1.805745257,3.288138458
184.4792016,1.818460111,3.28751094
186.5287883,1.819267405,3.287385436
188.5785711,1.807057105,3.286883421
190.6281223,1.793736825,3.286004896
192.6774597,1.79525049,3.285753888
194.726907,1.805543434,3.285502881
196.7766011,1.786067595,3.284875363
198.8269928,1.777591098,3.279980723
200.8772509,1.789599475,3.264669311
202.9267242,1.791920427,3.260904215
204.9745238,1.773857409,3.257264625
207.0256758,1.78667306,3.25663711
209.0751469,1.773857409,3.256511607
211.1245596,1.761849085,3.254503558
213.1742647,1.781627523,3.25
215.2240539,1.754079014,3.22
217.2735622,1.760638164,3.21
219.3228014,1.760739074,3.209
221.3731065,1.748528974,3.208
223.4228168,1.763060006,3.207
225.4730623,1.762050905,3.206
227.5224483,1.740456205,3.244839834
229.5723553,1.745905322,3.243710309
231.6218607,1.735309824,3.243208298
233.6714325,1.746914419,3.237058664
235.7217729,1.754482654,3.235929141
237.7715433,1.724916175,3.235552633
239.8213797,1.732181635,3.234548612
241.8709722,1.742878034,3.234297606
243.9204419,1.718760727,3.233419088
245.9702964,1.722191631,3.229779515
248.0199249,1.73591528,3.22802248
250.0695734,1.706550772,3.227269465
252.118942,1.722897994,3.226892958
254.1690624,1.718861636,3.226265445
256.2185874,1.70402806,3.204428061
258.2687244,1.725723447,3.203926053
260.3186984,1.715228918,3.198905976
262.3672955,1.723099812,3.198403968
264.4224551,1.700899898,3.197776459
266.4695005,1.725622538,3.193760401
268.517446,1.686470029,3.190748359
270.5674109,1.722595267,3.187108811
272.6142008,1.699688998,3.185351788
274.6612139,1.707862584,3.184096772
276.7085688,1.678094678,3.182841757
278.7580612,1.70079899,3.179704219
280.8057797,1.678599216,3.178449204
282.8542912,1.696258116,3.177947199
284.9020617,1.668205733,3.17631568
286.9518895,1.684350962,3.174558661
288.9984455,1.671232958,3.173429148
291.0467696,1.663967623,3.172927143
293.0961897,1.672242034,3.172299636
295.1453609,1.656197767,3.169287605
297.1950743,1.677590139,3.167656089
299.2413838,1.650546973,3.156988493
301.2897296,1.646914325,3.15661199
303.3403924,1.65539051,3.155858984
305.3889728,1.652867834,3.155607982
307.4367127,1.637832721,3.15397647
309.4854469,1.662151292,3.150336943
311.5333555,1.648730649,3.145818913
313.5805268,1.64267624,3.143810901
315.6265221,1.644391655,3.1436854
317.6731861,1.636016402,3.143559899
319.7222757,1.648528835,3.143183397
321.7707613,1.62955839,3.141426387
323.8196023,1.6405572,3.140547882
325.8661256,1.647519766,3.137912369
327.912195,1.654280532,3.135402357
329.9607875,1.627338451,3.133519848
332.0089915,1.64025448,3.129503833
334.0567424,1.619165051,3.12561332
336.1058989,1.631071986,3.123856315
338.1513011,1.614826093,3.123605314
340.1975629,1.623907639,3.12209931
342.2468724,1.610688952,3.119965806
344.2940154,1.624210357,3.119087304
346.3415382,1.596562166,3.1168283
348.3905053,1.609881706,3.111933795
350.4405785,1.598415178,3.110176794
352.4867504,1.609377177,3.109423793
354.5344536,1.583242071,3.106788293
356.5837948,1.59736941,3.104780294
358.6310925,1.575561109,3.096748302
360.6793456,1.585697464,3.096497303
362.7297153,1.591237848,3.093861808
364.7786856,1.574238979,3.092732311
366.8282983,1.574679689,3.088590822
368.8759346,1.594763552,3.082566844
370.9238501,1.569957798,3.081688347
372.9714258,1.597030078,3.081311849
375.0189502,1.572161346,3.07666837
377.0663283,1.599170688,3.073781886
379.1138375,1.562780539,3.072275894
381.1607108,1.590230504,3.064118446
383.207473,1.568509753,3.04818008
385.2549899,1.575812944,3.02195089
387.3022084,1.562969414,3.004757654
389.349417,1.580094133,3.000616225
391.3967056,1.568383836,2.943263995
393.4438841,1.583430947,2.893944016
395.4914868,1.549181572,2.880641494
397.5385554,1.56624325,2.866837021
399.5859392,1.559947416,2.803335824
401.6333666,1.568824545,2.731004017
403.6801319,1.545404093,2.729097929
405.7280991,1.562843498,2.728997608
407.7749274,1.530860844,2.719366864
409.8233473,1.536904783,2.713046703
411.87218,1.54641142,2.712043504
413.9205582,1.535016051,2.705522717
415.9668846,1.544963387,2.702312488
418.01317,1.529790565,2.701610251
420.0609481,1.542633945,2.691778945
422.1091547,1.517073158,2.689571921
424.1579485,1.543893103,2.679640331
426.2053418,1.535393797,2.677332996
428.253027,1.513673465,2.665696025
430.3013754,1.528972116,2.665595707
432.3487108,1.521857919,2.664793159
434.3972011,1.508070276,2.662385515
436.4451296,1.514428952,2.661382331
438.494442,1.522991152,2.660880739
440.5435166,1.518835964,2.660278828
442.5924742,1.511595877,2.658774053
444.6396458,1.518773006,2.658573416
446.687928,1.509707162,2.658573416
448.7354219,1.489120246,2.65837278
450.7852156,1.489120246,2.655363231
452.8334429,1.500011776,2.653557503
454.8825548,1.508448019,2.652153049
456.930824,1.491323732,2.651852095
458.9769547,1.492834694,2.649845733
461.0260923,1.508573933,2.6474381
463.0728877,1.476340065,2.641218389
465.1204226,1.473884766,2.640315529
467.1696434,1.483202323,2.563974534
469.2193968,1.482132061,2.485628972
471.2693744,1.492079213,2.471785768
473.3176813,1.501270915,2.463760747
475.3657138,1.471429469,2.46345981
477.4155617,1.467274356,2.462155746
479.4635472,1.468092786,2.450419193
481.5132434,1.501082044,2.446306393
483.5599971,1.475458675,2.443898903
485.6095004,1.46034918,2.433767401
487.6591487,1.460097356,2.430256491
489.7083886,1.463559941,2.35803286
491.7579598,1.471429469,2.353117696
493.8075967,1.476025283,2.349506559
495.8568714,1.451346478,2.345092953
497.9059303,1.45468314,2.342183989
499.9527023,1.469414868,2.341080589
502.0031476,1.459908488,2.338171628
504.053139,1.450276228,2.333055875
506.1003563,1.470988775,2.331651552
508.1488929,1.461545346,2.325332105
510.1988518,1.470170343,2.321921615
512.2456431,1.439825578,2.316805886
514.2933738,1.440958779,2.313295096
516.3417523,1.456949555,2.308580612
518.3904235,1.450905787,2.306474143
520.4388969,1.440581046,2.290926432
522.488018,1.437181444,2.271266203
524.5343356,1.464504283,2.218705735
526.5808785,1.431263629,2.165945465
528.6281781,1.442658582,2.14829202
530.6763103,1.451472389,2.146285952
532.723089,1.433278203,2.12582413
534.7708373,1.428052904,2.036254943
536.8179436,1.448261642,1.975874795
538.864646,1.426416066,1.832451133
540.9125121,1.422261018,1.828138486
542.9592071,1.455501568,1.82472849
545.0057862,1.423771944,1.819613503
547.0529737,1.426793798,1.818710859
549.0997992,1.433404114,1.814197642
551.1474617,1.415965503,1.813295
553.1947324,1.414958222,1.811489715
555.2428446,1.418168932,1.810887954
557.2924004,1.433089336,1.81078766
559.3397348,1.416343234,1.809784725
561.3904307,1.423331257,1.809283258
563.4378233,1.405200205,1.807277388
565.4845529,1.428052904,1.806675628
567.5312824,1.431137718,1.806675628
569.5779884,1.40538907,1.80497064
571.6248486,1.423142391,1.804770054
573.6724439,1.408914543,1.804569467
575.7203274,1.394812676,1.803265653
577.7691433,1.395882904,1.802363014
579.8171828,1.402619058,1.800256855
581.8651736,1.409040453,1.799855682
583.9125519,1.392861084,1.796646301
585.9623277,1.382851325,1.792534285
588.0104449,1.38335496,1.789926668
590.0580781,1.37674476,1.788021103
592.1075032,1.387258133,1.787319053
594.1564765,1.412880706,1.782204122
596.2042565,1.390154039,1.769868142
598.2530088,1.37926293,1.768965511
600.2997239,1.382536553,1.768363757
602.3466313,1.395631086,1.763248854
604.394731,1.371393658,1.761343304
606.4424856,1.368875495,1.760942135
608.4893427,1.402178375,1.758334542
610.5375144,1.37372296,1.756830162
612.5856395,1.375548631,1.756128119
614.6327796,1.385180637,1.755024908
616.6790841,1.370134576,1.754222573
618.7260718,1.378696341,1.75301907
620.7749496,1.363461453,1.752918778
622.8228309,1.360124898,1.751213817
624.8726041,1.367364599,1.748706524
626.920301,1.359810128,1.746901273
628.9686694,1.357984468,1.74489544
631.0167251,1.367931185,1.743892524
633.066607,1.358362191,1.743391066
635.1143446,1.355151549,1.742488442
637.161483,1.371456612,1.741585819
639.2090218,1.341868342,1.73677183
641.2596037,1.362391237,1.736170081
643.3077624,1.353325891,1.732559595
645.3563952,1.337965232,1.731556682
647.4064975,1.35867696,1.730654061
649.453449,1.338594766,1.730654061
651.5028656,1.344575341,1.730353188
653.5511882,1.357229022,1.722931648
655.5990732,1.350681837,1.719922921
657.6488633,1.356032901,1.719521757
659.6974432,1.333243735,1.719220885
661.7457705,1.344260574,1.714306636
663.7941153,1.365601887,1.712300822
665.8422868,1.33198467,1.708088617
667.8909216,1.347156436,1.707486874
669.9390388,1.352066817,1.699965094
671.9876754,1.332299436,1.695853194
674.0353355,1.350807744,1.693947682
676.082983,1.326381839,1.69214246
678.1304033,1.339350206,1.689635209
680.1786232,1.319582913,1.688832889
682.2270222,1.320904925,1.688431729
684.2767124,1.335573006,1.685723902
686.3259931,1.31844976,1.685222452
688.3753872,1.336328445,1.684420133
690.4241757,1.336139585,1.681010281
692.4733653,1.311965617,1.679606225
694.5229838,1.315365069,1.678202169
696.5720265,1.332236483,1.6779013
698.6225269,1.307307116,1.672686242
700.6726086,1.320275396,1.671583058
702.7221527,1.316687079,1.669176112
704.7719059,1.298116041,1.667671771
706.8213413,1.331355138,1.667370903
708.8692296,1.305859205,1.665665985
710.9166887,1.308251406,1.665064249
712.9643328,1.31360239,1.65663996
715.0123358,1.305481489,1.654734469
717.0611134,1.32392667,1.650522335
719.1088469,1.298116041,1.637284233
721.1586525,1.315239163,1.633974715
723.2070727,1.308692075,1.628759724
725.2549043,1.298178993,1.627610878
727.3042645,1.316498221,1.627556266
729.3525829,1.289995184,1.624347046
731.4025481,1.304096532,1.623945893
733.4507415,1.304033579,1.623544741
735.5020316,1.290813564,1.617026024
737.5492449,1.299752805,1.616925736
739.5980361,1.301263666,1.615120555
741.6474118,1.29603861,1.614619116
743.6934905,1.290750612,1.608594797
745.7427666,1.283762915,1.606968432
747.7928429,1.292261467,1.593394609
749.8416662,1.284581293,1.593269505
751.8921559,1.287980712,1.583011026
753.9404848,1.291946706,1.557427674
755.9912412,1.291380135,1.53603556
758.0408943,1.274131252,1.529030019
760.0912733,1.277215899,1.517020592
762.141227,1.293016896,1.515519421
764.1897857,1.273690589,1.506074581
766.2388217,1.28275568,1.504761065
768.2879725,1.277530659,1.497380376
770.3369162,1.272998118,1.494252975
772.3861113,1.282000255,1.493627496
774.4353049,1.268843294,1.484745717
776.4846451,1.29937509,1.483870051
778.5313985,1.272179743,1.478303331
780.579823,1.283888819,1.473799932
782.6302042,1.262107458,1.472423896
784.6793799,1.271235465,1.467295044
786.7289181,1.28451834,1.460477451
788.7753212,1.276082763,1.459539252
790.8233824,1.257763796,1.458976333
792.8728664,1.278978555,1.457225032
794.920258,1.26405896,1.45447299
796.9679644,1.270102331,1.450470028
799.0171671,1.260470715,1.445153611
801.065412,1.267836066,1.442651774
803.1149335,1.262611071,1.436647381
805.163739,1.259778247,1.432957193
807.2122238,1.264121912,1.431393556
809.2607572,1.254364413,1.427328109
811.310508,1.270857753,1.418884521
813.3600564,1.247250903,1.418696886
815.4093969,1.276838187,1.417383443
817.4570007,1.255623443,1.412004594
819.5026503,1.243096117,1.410503523
821.5513887,1.274005348,1.409127543
823.5995212,1.248321076,1.402748013
825.6466951,1.243473825,1.400558965
827.6946564,1.266199319,1.399308081
829.7429111,1.247691562,1.395555437
831.7906883,1.255749346,1.38930105
833.839776,1.239193143,1.387237108
835.8883028,1.253105383,1.383984841
837.9382911,1.240703971,1.372852132
839.9857204,1.239822654,1.372789589
842.0357599,1.245865974,1.368411579
844.0833387,1.235730831,1.368223951
846.1331263,1.256567716,1.365972408
848.1796746,1.243033166,1.363908496
850.2265751,1.254993928,1.363220527
852.2739296,1.250524374,1.362782728
854.320622,1.237052804,1.360906448
856.367799,1.254742122,1.351837797
858.4155777,1.237682315,1.351587628
860.4630127,1.231324258,1.350336783
862.5114577,1.239004289,1.348648145
864.5604534,1.226854742,1.347772556
866.6104908,1.238248875,1.336264855
868.6580877,1.227799005,1.333700651
870.7050412,1.242088898,0.817600829
872.7528107,1.239004289,0.779178765
874.8016753,1.224399658,0.71306848
876.8490746,1.235604929,0.628364699
878.8983386,1.216782618,0.506390045
880.9477026,1.235290173,0.49835673
882.9977293,1.213698037,0.486978888
885.0477707,1.230505896,0.485040913
887.0977662,1.214138691,0.463629601
