Time (s),Voltage_A2 (V),Voltage_A1 (V)
0.0,1.1617013199330684,0.6773514408859318
2.054015874862671,1.1265127985515548,0.6278332639175879
4.103810787200928,1.124498442002924,0.703738777346055
6.153898477554321,1.128653053949599,0.7262148891674406
8.203947067260742,1.0969270803248061,0.6934058733932505
10.253973484039307,1.1119716942781448,0.7316777056492236
12.303699970245361,1.1265757472167162,0.762074390503483
14.353137969970703,1.1222322925931218,0.7308249923672309
16.40220332145691,1.1383471721221396,0.745722387143011
18.45186996459961,1.1285901052384046,0.7083534697250955
20.501293420791626,1.1305415159340753,0.6910755467562021
22.55146288871765,1.106432245562903,0.6932951759409005
24.600019693374634,1.1207215273242779,0.7369444629454031
26.64892268180847,1.148922611495273,0.7105103362668621
28.69743514060974,1.1369622960720367,0.7407064311672388
30.746915102005005,1.1390396104003728,0.720843226946447
32.79612708091736,1.1184553809275481,0.7550019007169058
34.845844745635986,1.15112583298687,0.7471770140225475
36.89445734024048,1.1475377302894687,0.7717551683055917
38.94371557235718,1.1294713873220643,0.7653347568705501
40.99284529685974,1.1314227986231393,0.7981891733988643
43.04192495346069,1.1479154250968218,0.8263285405100238
45.091309547424316,1.1540214981174584,0.8274320438908602
47.141146659851074,1.1460269515622348,0.850003683886574
49.19035506248474,1.1291566436893712,0.8568754866875479
51.23979902267456,1.1451456643424027,0.8548189621335692
53.288984060287476,1.1671149772958338,0.8595339203963984
55.338545083999634,1.1631491575194524,0.8731270354047117
57.38804030418396,1.1599387360412847,0.9548359103276947
59.437708616256714,1.1377176829247602,0.9274491978030717
61.48791456222534,1.1657930367552043,0.9682784519089883
63.53768467903137,1.171395550886582,0.9812695519596821
65.58740901947021,1.162771460686645,0.9838276435261808
67.63766527175903,1.1581761532431343,0.9506225736057426
69.687429189682,1.1779423229723132,0.9603533730664993
71.73731994628906,1.1834189612108201,0.9577952769900612
73.78683257102966,1.1770610258511902,0.9761032086699287
75.8361337184906,1.1675556242794145,1.005646639855352
77.88548040390015,1.1878884094365838,0.9840282781380625
79.9358069896698,1.1892733103138453,1.0014333192118214
81.98465085029602,1.171458500546336,1.0151266064285818
84.03399133682251,1.2007931937766676,1.0279170268227962
86.08439135551453,1.2089767459281444,1.019991983477468
88.1325113773346,1.1873218592722985,1.0142237527600257
90.18306875228882,1.2091026469146073,0.997370473042879
92.23209738731384,1.2223222815445662,1.0255094192167233
94.2777054309845,1.2221963799722286,1.0064491769696238
96.32499885559082,1.194120468701077,1.0027374424106232
98.37476325035095,1.211935420585166,1.0214465803942883
100.42419195175171,1.207088231800777,1.0351398470289233
102.47388672828674,1.2019892499278415,1.0312274865703037
104.52284860610962,1.2220704784054703,1.0358922239084012
106.57279062271118,1.1915395132056819,1.03529032240822
108.6218786239624,1.2281767108204253,1.0669402727245259
110.67216920852661,1.2147052464610066,1.0294217813555164
112.72105979919434,1.2305688466847196,1.056657809002366
114.77190232276917,1.2151459008266148,1.0554038494686178
116.82122254371643,1.2279249071624114,1.0608711121707317
118.87196445465088,1.2352272223063492,1.0772227285059195
120.92095732688904,1.222007527624184,1.1057534390171435
122.96961736679077,1.2396338008708252,1.1127570831788842
125.01910305023193,1.2272324472179559,1.136519681240838
127.06863236427307,1.2306317976557182,1.1696628557206572
129.11892771720886,1.2466213894645164,1.137457685946669
131.16947484016418,1.2496430547200177,1.1544044012814068
133.21958589553833,1.2369269018000266,1.2034320961123564
135.2694182395935,1.2496430547200177,1.1697253906765652
137.31974506378174,1.2512168399801415,1.2113742271632304
139.3690643310547,1.2373046084922765,1.2207547488995862
141.41869807243347,1.2420888976074087,1.230510551237125
143.46812772750854,1.261729747881462,1.2497096477999015
145.51719307899475,1.2474397568205322,1.2530241736870402
147.567528963089,1.2641848637133917,1.2751628853679684
149.61711621284485,1.2733758289998056,1.2798533306454702
151.6672008037567,1.2653809465539698,1.2316987620926314
153.71602845191956,1.268528535382817,1.1762915749737983
155.76474475860596,1.2767122826586288,1.1332679359534625
157.81371116638184,1.265443898296371,1.1348544922208723
159.86341404914856,1.2779083707734786,1.0854930737404942
161.91208672523499,1.287288237133223,1.0913710538974288
163.9622151851654,1.2884843297007245,1.0828906153709819
166.01138973236084,1.267017692309749,1.0830912484901318
168.06013560295105,1.2829445367810226,1.1073792821853705
170.10944247245789,1.2972347064334475,1.0697992978119677
172.15855050086975,1.2911283255842252,1.101499324308476
174.2060739994049,1.3089438858062308,1.073912280194249
176.25384712219238,1.275830954896234,1.0944270148112052
178.3032922744751,1.3118397118041951,1.0453721689471804
180.3504295349121,1.2804264526612978,1.0940257489115097
182.39985275268555,1.3102029402252697,1.0705516727329436
184.44915771484375,1.3049149154149078,1.0980384073642782
186.49841570854187,1.2963533723045424,1.0773639886845165
188.5462200641632,1.3181979488072426,1.0885584998232982
190.59574913978577,1.3085032168913893,1.0712538892874972
192.64391827583313,1.3074959739141345,1.0916211812031245
194.69259810447693,1.3234859983415372,1.1023520138522551
196.74177050590515,1.2904988025316295,1.1382080901167528
198.7905671596527,1.3278927138055145,1.1166341139816551
200.83966732025146,1.3056703469280593,1.1531537149014106
202.88955092430115,1.320841972344052,1.2024315155358347
204.9395627975464,1.3304108399966572,1.1837958193841218
206.9884958267212,1.307433021239913,1.2099358854758844
209.0373294353485,1.3261300267996983,1.2431431550088619
211.08691596984863,1.3290258703153301,1.2422050868624694
213.13662242889404,1.3263188860694397,1.2394534235480756
215.1858196258545,1.3329919216588777,1.2475208138038867
217.2358021736145,1.3151762106353897,1.2348881746455804
219.28612804412842,1.3355100523696288,1.2004928924919587
